S No,Vehicle Category,State,Year,Vehicle Class,Value
10,OTHER THAN MENTIONED ABOVE,Nagaland(9),2025,Construction Equipment Vehicle (Commercial),0
11,THREE WHEELER(T),Nagaland(9),2025,Construction Equipment Vehicle (Commercial),0
12,TWO WHEELER(NT),Nagaland(9),2025,Construction Equipment Vehicle (Commercial),0
13,TWO WHEELER(T),Nagaland(9),2025,Construction Equipment Vehicle (Commercial),0
1,HEAVY GOODS VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
2,HEAVY MOTOR VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
3,HEAVY PASSENGER VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
4,LIGHT GOODS VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
5,LIGHT MOTOR VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
6,LIGHT PASSENGER VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
7,MEDIUM GOODS VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
8,MEDIUM MOTOR VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
9,MEDIUM PASSENGER VEHICLE,Nagaland(9),2025,Quadricycle (Commercial),0
10,OTHER THAN MENTIONED ABOVE,Nagaland(9),2025,Quadricycle (Commercial),0
11,THREE WHEELER(T),Nagaland(9),2025,Quadricycle (Commercial),0
12,TWO WHEELER(NT),Nagaland(9),2025,Quadricycle (Commercial),0
13,TWO WHEELER(T),Nagaland(9),2025,Quadricycle (Commercial),0
1,HEAVY GOODS VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
2,HEAVY MOTOR VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
3,HEAVY PASSENGER VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
4,LIGHT GOODS VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
5,LIGHT MOTOR VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
6,LIGHT PASSENGER VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
7,MEDIUM GOODS VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
8,MEDIUM MOTOR VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
9,MEDIUM PASSENGER VEHICLE,Nagaland(9),2025,Modular Hydraulic Trailer,0
10,OTHER THAN MENTIONED ABOVE,Nagaland(9),2025,Modular Hydraulic Trailer,0
11,THREE WHEELER(T),Nagaland(9),2025,Modular Hydraulic Trailer,0
12,TWO WHEELER(NT),Nagaland(9),2025,Modular Hydraulic Trailer,0
13,TWO WHEELER(T),Nagaland(9),2025,Modular Hydraulic Trailer,0
1,HEAVY GOODS VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
2,HEAVY MOTOR VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
3,HEAVY PASSENGER VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
4,LIGHT GOODS VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
5,LIGHT MOTOR VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
6,LIGHT PASSENGER VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
7,MEDIUM GOODS VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
8,MEDIUM MOTOR VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
9,MEDIUM PASSENGER VEHICLE,Nagaland(9),2025,Vintage Motor Vehicle,0
10,OTHER THAN MENTIONED ABOVE,Nagaland(9),2025,Vintage Motor Vehicle,0
11,THREE WHEELER(T),Nagaland(9),2025,Vintage Motor Vehicle,0
12,TWO WHEELER(NT),Nagaland(9),2025,Vintage Motor Vehicle,0
13,TWO WHEELER(T),Nagaland(9),2025,Vintage Motor Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,M-Cycle/Scooter,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,M-Cycle/Scooter,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,M-Cycle/Scooter,0
12,THREE WHEELER(NT),Odisha(39),2025,M-Cycle/Scooter,0
13,THREE WHEELER(T),Odisha(39),2025,M-Cycle/Scooter,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,M-Cycle/Scooter,0
15,TWO WHEELER(NT),Odisha(39),2025,M-Cycle/Scooter,"6,90,675"
16,TWO WHEELER(T),Odisha(39),2025,M-Cycle/Scooter,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
12,THREE WHEELER(NT),Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
13,THREE WHEELER(T),Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
15,TWO WHEELER(NT),Odisha(39),2025,M-Cycle/Scooter-With Side Car,28
16,TWO WHEELER(T),Odisha(39),2025,M-Cycle/Scooter-With Side Car,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Moped,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Moped,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Moped,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Moped,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Moped,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Moped,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Moped,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Moped,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Moped,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Moped,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Moped,0
12,THREE WHEELER(NT),Odisha(39),2025,Moped,0
13,THREE WHEELER(T),Odisha(39),2025,Moped,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Moped,0
15,TWO WHEELER(NT),Odisha(39),2025,Moped,"18,598"
16,TWO WHEELER(T),Odisha(39),2025,Moped,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motorised Cycle (CC > 25cc),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Motorised Cycle (CC > 25cc),0
12,THREE WHEELER(NT),Odisha(39),2025,Motorised Cycle (CC > 25cc),0
13,THREE WHEELER(T),Odisha(39),2025,Motorised Cycle (CC > 25cc),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motorised Cycle (CC > 25cc),0
15,TWO WHEELER(NT),Odisha(39),2025,Motorised Cycle (CC > 25cc),"5,072"
16,TWO WHEELER(T),Odisha(39),2025,Motorised Cycle (CC > 25cc),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Adapted Vehicle,15
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Adapted Vehicle,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Adapted Vehicle,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Adapted Vehicle,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Adapted Vehicle,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Adapted Vehicle,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Adapted Vehicle,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Adapted Vehicle,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Adapted Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Adapted Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Adapted Vehicle,0
12,THREE WHEELER(NT),Odisha(39),2025,Adapted Vehicle,0
13,THREE WHEELER(T),Odisha(39),2025,Adapted Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Adapted Vehicle,2
15,TWO WHEELER(NT),Odisha(39),2025,Adapted Vehicle,0
16,TWO WHEELER(T),Odisha(39),2025,Adapted Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Three Wheeler (Personal),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Three Wheeler (Personal),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Three Wheeler (Personal),0
12,THREE WHEELER(NT),Odisha(39),2025,Three Wheeler (Personal),4
13,THREE WHEELER(T),Odisha(39),2025,Three Wheeler (Personal),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Three Wheeler (Personal),0
15,TWO WHEELER(NT),Odisha(39),2025,Three Wheeler (Personal),0
16,TWO WHEELER(T),Odisha(39),2025,Three Wheeler (Personal),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Car,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Motor Car,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Motor Car,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Motor Car,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Motor Car,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Motor Car,"80,618"
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Motor Car,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Motor Car,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Motor Car,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Motor Car,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Motor Car,0
12,THREE WHEELER(NT),Odisha(39),2025,Motor Car,0
13,THREE WHEELER(T),Odisha(39),2025,Motor Car,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Car,0
15,TWO WHEELER(NT),Odisha(39),2025,Motor Car,0
16,TWO WHEELER(T),Odisha(39),2025,Motor Car,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Fork Lift,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Fork Lift,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Fork Lift,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Fork Lift,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Fork Lift,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Fork Lift,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Fork Lift,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Fork Lift,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Fork Lift,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Fork Lift,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Fork Lift,15
12,THREE WHEELER(NT),Odisha(39),2025,Fork Lift,0
13,THREE WHEELER(T),Odisha(39),2025,Fork Lift,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Fork Lift,0
15,TWO WHEELER(NT),Odisha(39),2025,Fork Lift,0
16,TWO WHEELER(T),Odisha(39),2025,Fork Lift,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Vehicle Fitted With Rig,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,3
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Rig,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Vehicle Fitted With Rig,5
12,THREE WHEELER(NT),Odisha(39),2025,Vehicle Fitted With Rig,0
13,THREE WHEELER(T),Odisha(39),2025,Vehicle Fitted With Rig,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Vehicle Fitted With Rig,0
15,TWO WHEELER(NT),Odisha(39),2025,Vehicle Fitted With Rig,0
16,TWO WHEELER(T),Odisha(39),2025,Vehicle Fitted With Rig,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Vehicle Fitted With Generator,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,1
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Generator,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Vehicle Fitted With Generator,0
12,THREE WHEELER(NT),Odisha(39),2025,Vehicle Fitted With Generator,0
13,THREE WHEELER(T),Odisha(39),2025,Vehicle Fitted With Generator,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Vehicle Fitted With Generator,0
15,TWO WHEELER(NT),Odisha(39),2025,Vehicle Fitted With Generator,0
16,TWO WHEELER(T),Odisha(39),2025,Vehicle Fitted With Generator,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Vehicle Fitted With Compressor,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Vehicle Fitted With Compressor,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Vehicle Fitted With Compressor,0
12,THREE WHEELER(NT),Odisha(39),2025,Vehicle Fitted With Compressor,0
13,THREE WHEELER(T),Odisha(39),2025,Vehicle Fitted With Compressor,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Vehicle Fitted With Compressor,0
15,TWO WHEELER(NT),Odisha(39),2025,Vehicle Fitted With Compressor,0
16,TWO WHEELER(T),Odisha(39),2025,Vehicle Fitted With Compressor,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Crane Mounted Vehicle,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,10
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,2
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,33
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Crane Mounted Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Crane Mounted Vehicle,77
12,THREE WHEELER(NT),Odisha(39),2025,Crane Mounted Vehicle,0
13,THREE WHEELER(T),Odisha(39),2025,Crane Mounted Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Crane Mounted Vehicle,0
15,TWO WHEELER(NT),Odisha(39),2025,Crane Mounted Vehicle,0
16,TWO WHEELER(T),Odisha(39),2025,Crane Mounted Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Agricultural Tractor,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Agricultural Tractor,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Agricultural Tractor,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Agricultural Tractor,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Agricultural Tractor,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Agricultural Tractor,"23,026"
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Agricultural Tractor,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Agricultural Tractor,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Agricultural Tractor,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Agricultural Tractor,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Agricultural Tractor,0
12,THREE WHEELER(NT),Odisha(39),2025,Agricultural Tractor,0
13,THREE WHEELER(T),Odisha(39),2025,Agricultural Tractor,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Agricultural Tractor,0
15,TWO WHEELER(NT),Odisha(39),2025,Agricultural Tractor,0
16,TWO WHEELER(T),Odisha(39),2025,Agricultural Tractor,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Power Tiller,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Power Tiller,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Power Tiller,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Power Tiller,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Power Tiller,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Power Tiller,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Power Tiller,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Power Tiller,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Power Tiller,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Power Tiller,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Power Tiller,0
12,THREE WHEELER(NT),Odisha(39),2025,Power Tiller,0
13,THREE WHEELER(T),Odisha(39),2025,Power Tiller,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Power Tiller,0
15,TWO WHEELER(NT),Odisha(39),2025,Power Tiller,0
16,TWO WHEELER(T),Odisha(39),2025,Power Tiller,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Private Service Vehicle (Individual Use),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),4
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Private Service Vehicle (Individual Use),0
12,THREE WHEELER(NT),Odisha(39),2025,Private Service Vehicle (Individual Use),0
13,THREE WHEELER(T),Odisha(39),2025,Private Service Vehicle (Individual Use),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Private Service Vehicle (Individual Use),0
15,TWO WHEELER(NT),Odisha(39),2025,Private Service Vehicle (Individual Use),0
16,TWO WHEELER(T),Odisha(39),2025,Private Service Vehicle (Individual Use),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Camper Van / Trailer (Private Use),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),10
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Camper Van / Trailer (Private Use),0
12,THREE WHEELER(NT),Odisha(39),2025,Camper Van / Trailer (Private Use),0
13,THREE WHEELER(T),Odisha(39),2025,Camper Van / Trailer (Private Use),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Camper Van / Trailer (Private Use),0
15,TWO WHEELER(NT),Odisha(39),2025,Camper Van / Trailer (Private Use),0
16,TWO WHEELER(T),Odisha(39),2025,Camper Van / Trailer (Private Use),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Tow Truck,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Tow Truck,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Tow Truck,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Tow Truck,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Tow Truck,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Tow Truck,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Tow Truck,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Tow Truck,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Tow Truck,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Tow Truck,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Tow Truck,0
12,THREE WHEELER(NT),Odisha(39),2025,Tow Truck,0
13,THREE WHEELER(T),Odisha(39),2025,Tow Truck,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Tow Truck,0
15,TWO WHEELER(NT),Odisha(39),2025,Tow Truck,0
16,TWO WHEELER(T),Odisha(39),2025,Tow Truck,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Breakdown Van,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Breakdown Van,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Breakdown Van,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Breakdown Van,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Breakdown Van,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Breakdown Van,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Breakdown Van,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Breakdown Van,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Breakdown Van,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Breakdown Van,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Breakdown Van,0
12,THREE WHEELER(NT),Odisha(39),2025,Breakdown Van,0
13,THREE WHEELER(T),Odisha(39),2025,Breakdown Van,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Breakdown Van,0
15,TWO WHEELER(NT),Odisha(39),2025,Breakdown Van,0
