S No,Vehicle Class,State,Year,Norms,Value
34,TRAILER (COMMERCIAL),Chhattisgarh(31),2026,EURO 6D,0
35,VEHICLE FITTED WITH COMPRESSOR,Chhattisgarh(31),2026,EURO 6D,0
36,VEHICLE FITTED WITH RIG,Chhattisgarh(31),2026,EURO 6D,0
1,ADAPTED VEHICLE,Chhattisgarh(31),2026,Not Applicable,0
2,AGRICULTURAL TRACTOR,Chhattisgarh(31),2026,Not Applicable,0
3,AMBULANCE,Chhattisgarh(31),2026,Not Applicable,0
4,ARTICULATED VEHICLE,Chhattisgarh(31),2026,Not Applicable,0
5,BUS,Chhattisgarh(31),2026,Not Applicable,0
6,CASH VAN,Chhattisgarh(31),2026,Not Applicable,0
7,CONSTRUCTION EQUIPMENT VEHICLE,Chhattisgarh(31),2026,Not Applicable,0
8,CRANE MOUNTED VEHICLE,Chhattisgarh(31),2026,Not Applicable,0
9,DUMPER,Chhattisgarh(31),2026,Not Applicable,0
10,EARTH MOVING EQUIPMENT,Chhattisgarh(31),2026,Not Applicable,0
