S No,Fuel,State,Year,Norms,Value
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,B(T)S III A,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,B(T)S III A,0
5,ETHANOL,Andhra Pradesh(84),2025,B(T)S III A,0
6,LNG,Andhra Pradesh(84),2025,B(T)S III A,0
7,LPG ONLY,Andhra Pradesh(84),2025,B(T)S III A,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,B(T)S III A,0
9,PETROL,Andhra Pradesh(84),2025,B(T)S III A,0
10,PETROL/CNG,Andhra Pradesh(84),2025,B(T)S III A,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,B(T)S III A,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,B(T)S III A,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,B(T)S III A,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,B(T)S III A,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,B(T)S III A,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,B(T)S III A,0
17,PETROL/LPG,Andhra Pradesh(84),2025,B(T)S III A,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,B(T)S III A,0
19,PURE EV,Andhra Pradesh(84),2025,B(T)S III A,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,B(T)S III A,0
1,CNG ONLY,Andhra Pradesh(84),2025,B(T)S III B,0
2,DIESEL,Andhra Pradesh(84),2025,B(T)S III B,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,B(T)S III B,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,B(T)S III B,0
5,ETHANOL,Andhra Pradesh(84),2025,B(T)S III B,0
6,LNG,Andhra Pradesh(84),2025,B(T)S III B,0
7,LPG ONLY,Andhra Pradesh(84),2025,B(T)S III B,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,B(T)S III B,0
9,PETROL,Andhra Pradesh(84),2025,B(T)S III B,0
10,PETROL/CNG,Andhra Pradesh(84),2025,B(T)S III B,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,B(T)S III B,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,B(T)S III B,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,B(T)S III B,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,B(T)S III B,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,B(T)S III B,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,B(T)S III B,0
17,PETROL/LPG,Andhra Pradesh(84),2025,B(T)S III B,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,B(T)S III B,0
19,PURE EV,Andhra Pradesh(84),2025,B(T)S III B,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,B(T)S III B,0
1,CNG ONLY,Andhra Pradesh(84),2025,CEV STAGE IV,0
2,DIESEL,Andhra Pradesh(84),2025,CEV STAGE IV,428
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,CEV STAGE IV,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,CEV STAGE IV,0
5,ETHANOL,Andhra Pradesh(84),2025,CEV STAGE IV,0
6,LNG,Andhra Pradesh(84),2025,CEV STAGE IV,0
7,LPG ONLY,Andhra Pradesh(84),2025,CEV STAGE IV,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,CEV STAGE IV,0
9,PETROL,Andhra Pradesh(84),2025,CEV STAGE IV,0
10,PETROL/CNG,Andhra Pradesh(84),2025,CEV STAGE IV,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,CEV STAGE IV,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,CEV STAGE IV,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,CEV STAGE IV,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,CEV STAGE IV,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,CEV STAGE IV,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,CEV STAGE IV,0
17,PETROL/LPG,Andhra Pradesh(84),2025,CEV STAGE IV,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,CEV STAGE IV,0
19,PURE EV,Andhra Pradesh(84),2025,CEV STAGE IV,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,CEV STAGE IV,0
1,CNG ONLY,Andhra Pradesh(84),2025,CEV STAGE V,0
2,DIESEL,Andhra Pradesh(84),2025,CEV STAGE V,"1,396"
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,CEV STAGE V,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,CEV STAGE V,0
5,ETHANOL,Andhra Pradesh(84),2025,CEV STAGE V,0
6,LNG,Andhra Pradesh(84),2025,CEV STAGE V,0
7,LPG ONLY,Andhra Pradesh(84),2025,CEV STAGE V,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,CEV STAGE V,0
9,PETROL,Andhra Pradesh(84),2025,CEV STAGE V,0
10,PETROL/CNG,Andhra Pradesh(84),2025,CEV STAGE V,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,CEV STAGE V,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,CEV STAGE V,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,CEV STAGE V,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,CEV STAGE V,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,CEV STAGE V,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,CEV STAGE V,0
17,PETROL/LPG,Andhra Pradesh(84),2025,CEV STAGE V,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,CEV STAGE V,0
19,PURE EV,Andhra Pradesh(84),2025,CEV STAGE V,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,CEV STAGE V,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 1,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 1,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 1,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 1,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 1,0
6,LNG,Andhra Pradesh(84),2025,EURO 1,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 1,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 1,0
9,PETROL,Andhra Pradesh(84),2025,EURO 1,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 1,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 1,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 1,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 1,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 1,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 1,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 1,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 1,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 1,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 1,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 1,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 2,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 2,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 2,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 2,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 2,0
6,LNG,Andhra Pradesh(84),2025,EURO 2,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 2,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 2,0
9,PETROL,Andhra Pradesh(84),2025,EURO 2,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 2,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 2,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 2,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 2,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 2,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 2,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 2,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 2,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 2,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 2,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 2,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 3,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 3,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 3,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 3,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 3,0
6,LNG,Andhra Pradesh(84),2025,EURO 3,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 3,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 3,0
9,PETROL,Andhra Pradesh(84),2025,EURO 3,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 3,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 3,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 3,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 3,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 3,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 3,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 3,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 3,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 3,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 3,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 3,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 4,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 4,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 4,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 4,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 4,0
6,LNG,Andhra Pradesh(84),2025,EURO 4,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 4,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 4,0
9,PETROL,Andhra Pradesh(84),2025,EURO 4,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 4,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 4,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 4,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 4,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 4,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 4,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 4,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 4,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 4,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 4,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 4,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 6,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 6,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 6,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 6,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 6,0
6,LNG,Andhra Pradesh(84),2025,EURO 6,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 6,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 6,0
9,PETROL,Andhra Pradesh(84),2025,EURO 6,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 6,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 6,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 6,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 6,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 6,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 6,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 6,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 6,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 6,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 6A,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 6A,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 6A,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 6A,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 6A,0
6,LNG,Andhra Pradesh(84),2025,EURO 6A,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 6A,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 6A,0
9,PETROL,Andhra Pradesh(84),2025,EURO 6A,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 6A,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 6A,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 6A,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6A,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 6A,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 6A,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6A,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 6A,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 6A,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 6A,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 6A,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO  6AD,0
2,DIESEL,Andhra Pradesh(84),2025,EURO  6AD,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO  6AD,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO  6AD,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO  6AD,0
6,LNG,Andhra Pradesh(84),2025,EURO  6AD,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO  6AD,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO  6AD,0
9,PETROL,Andhra Pradesh(84),2025,EURO  6AD,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO  6AD,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO  6AD,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO  6AD,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO  6AD,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO  6AD,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO  6AD,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO  6AD,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO  6AD,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO  6AD,0
19,PURE EV,Andhra Pradesh(84),2025,EURO  6AD,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO  6AD,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 6B,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 6B,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 6B,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 6B,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 6B,0
6,LNG,Andhra Pradesh(84),2025,EURO 6B,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 6B,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 6B,0
9,PETROL,Andhra Pradesh(84),2025,EURO 6B,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 6B,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 6B,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 6B,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6B,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 6B,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 6B,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6B,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 6B,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 6B,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 6B,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 6B,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 6C,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 6C,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 6C,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 6C,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 6C,0
6,LNG,Andhra Pradesh(84),2025,EURO 6C,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 6C,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 6C,0
9,PETROL,Andhra Pradesh(84),2025,EURO 6C,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 6C,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 6C,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 6C,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6C,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 6C,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 6C,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6C,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 6C,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 6C,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 6C,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 6C,0
1,CNG ONLY,Andhra Pradesh(84),2025,EURO 6D,0
2,DIESEL,Andhra Pradesh(84),2025,EURO 6D,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,EURO 6D,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,EURO 6D,0
5,ETHANOL,Andhra Pradesh(84),2025,EURO 6D,0
6,LNG,Andhra Pradesh(84),2025,EURO 6D,0
7,LPG ONLY,Andhra Pradesh(84),2025,EURO 6D,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,EURO 6D,0
9,PETROL,Andhra Pradesh(84),2025,EURO 6D,0
10,PETROL/CNG,Andhra Pradesh(84),2025,EURO 6D,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,EURO 6D,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,EURO 6D,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6D,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,EURO 6D,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,EURO 6D,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,EURO 6D,0
17,PETROL/LPG,Andhra Pradesh(84),2025,EURO 6D,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,EURO 6D,0
19,PURE EV,Andhra Pradesh(84),2025,EURO 6D,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,EURO 6D,0
1,CNG ONLY,Andhra Pradesh(84),2025,Not Applicable,0
2,DIESEL,Andhra Pradesh(84),2025,Not Applicable,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,Not Applicable,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,Not Applicable,0
5,ETHANOL,Andhra Pradesh(84),2025,Not Applicable,0
6,LNG,Andhra Pradesh(84),2025,Not Applicable,0
7,LPG ONLY,Andhra Pradesh(84),2025,Not Applicable,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,Not Applicable,0
9,PETROL,Andhra Pradesh(84),2025,Not Applicable,0
10,PETROL/CNG,Andhra Pradesh(84),2025,Not Applicable,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,Not Applicable,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,Not Applicable,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,Not Applicable,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,Not Applicable,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,Not Applicable,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,Not Applicable,0
17,PETROL/LPG,Andhra Pradesh(84),2025,Not Applicable,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,Not Applicable,0
19,PURE EV,Andhra Pradesh(84),2025,Not Applicable,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,Not Applicable,0
1,CNG ONLY,Andhra Pradesh(84),2025,Not Available,0
2,DIESEL,Andhra Pradesh(84),2025,Not Available,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,Not Available,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,Not Available,"10,902"
5,ETHANOL,Andhra Pradesh(84),2025,Not Available,0
6,LNG,Andhra Pradesh(84),2025,Not Available,0
7,LPG ONLY,Andhra Pradesh(84),2025,Not Available,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,Not Available,"5,555"
9,PETROL,Andhra Pradesh(84),2025,Not Available,0
10,PETROL/CNG,Andhra Pradesh(84),2025,Not Available,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,Not Available,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,Not Available,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,Not Available,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,Not Available,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,Not Available,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,Not Available,0
17,PETROL/LPG,Andhra Pradesh(84),2025,Not Available,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,Not Available,0
19,PURE EV,Andhra Pradesh(84),2025,Not Available,"48,935"
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,Not Available,0
1,CNG ONLY,Andhra Pradesh(84),2025,TREM STAGE IV,0
2,DIESEL,Andhra Pradesh(84),2025,TREM STAGE IV,973
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,TREM STAGE IV,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,TREM STAGE IV,0
5,ETHANOL,Andhra Pradesh(84),2025,TREM STAGE IV,0
6,LNG,Andhra Pradesh(84),2025,TREM STAGE IV,0
7,LPG ONLY,Andhra Pradesh(84),2025,TREM STAGE IV,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,TREM STAGE IV,0
9,PETROL,Andhra Pradesh(84),2025,TREM STAGE IV,0
10,PETROL/CNG,Andhra Pradesh(84),2025,TREM STAGE IV,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,TREM STAGE IV,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,TREM STAGE IV,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,TREM STAGE IV,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,TREM STAGE IV,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,TREM STAGE IV,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,TREM STAGE IV,0
17,PETROL/LPG,Andhra Pradesh(84),2025,TREM STAGE IV,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,TREM STAGE IV,0
19,PURE EV,Andhra Pradesh(84),2025,TREM STAGE IV,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,TREM STAGE IV,0
1,CNG ONLY,Andhra Pradesh(84),2025,TREM STAGE V,0
2,DIESEL,Andhra Pradesh(84),2025,TREM STAGE V,0
3,DIESEL/HYBRID,Andhra Pradesh(84),2025,TREM STAGE V,0
4,ELECTRIC(BOV),Andhra Pradesh(84),2025,TREM STAGE V,0
5,ETHANOL,Andhra Pradesh(84),2025,TREM STAGE V,0
6,LNG,Andhra Pradesh(84),2025,TREM STAGE V,0
7,LPG ONLY,Andhra Pradesh(84),2025,TREM STAGE V,0
8,NOT APPLICABLE,Andhra Pradesh(84),2025,TREM STAGE V,0
9,PETROL,Andhra Pradesh(84),2025,TREM STAGE V,0
10,PETROL/CNG,Andhra Pradesh(84),2025,TREM STAGE V,0
11,PETROL(E20)/CNG,Andhra Pradesh(84),2025,TREM STAGE V,0
12,PETROL(E20)/HYBRID,Andhra Pradesh(84),2025,TREM STAGE V,0
13,PETROL(E20)/HYBRID/CNG,Andhra Pradesh(84),2025,TREM STAGE V,0
14,PETROL/ETHANOL,Andhra Pradesh(84),2025,TREM STAGE V,0
15,PETROL/HYBRID,Andhra Pradesh(84),2025,TREM STAGE V,0
16,PETROL/HYBRID/CNG,Andhra Pradesh(84),2025,TREM STAGE V,0
17,PETROL/LPG,Andhra Pradesh(84),2025,TREM STAGE V,0
18,PLUG-IN HYBRID EV,Andhra Pradesh(84),2025,TREM STAGE V,0
19,PURE EV,Andhra Pradesh(84),2025,TREM STAGE V,0
20,STRONG HYBRID EV,Andhra Pradesh(84),2025,TREM STAGE V,0
1,CNG ONLY,Arunachal Pradesh(29),2025,BS I,0
2,DIESEL,Arunachal Pradesh(29),2025,BS I,0
3,DIESEL/HYBRID,Arunachal Pradesh(29),2025,BS I,0
4,ELECTRIC(BOV),Arunachal Pradesh(29),2025,BS I,0
5,NOT APPLICABLE,Arunachal Pradesh(29),2025,BS I,0
6,PETROL,Arunachal Pradesh(29),2025,BS I,0
7,PETROL/CNG,Arunachal Pradesh(29),2025,BS I,0
8,PETROL(E20)/CNG,Arunachal Pradesh(29),2025,BS I,0
9,PETROL(E20)/HYBRID,Arunachal Pradesh(29),2025,BS I,0
10,PETROL/ETHANOL,Arunachal Pradesh(29),2025,BS I,0
11,PETROL/HYBRID,Arunachal Pradesh(29),2025,BS I,0
12,PURE EV,Arunachal Pradesh(29),2025,BS I,0
13,STRONG HYBRID EV,Arunachal Pradesh(29),2025,BS I,0
1,CNG ONLY,Arunachal Pradesh(29),2025,BS II,0
2,DIESEL,Arunachal Pradesh(29),2025,BS II,0
3,DIESEL/HYBRID,Arunachal Pradesh(29),2025,BS II,0
4,ELECTRIC(BOV),Arunachal Pradesh(29),2025,BS II,0
5,NOT APPLICABLE,Arunachal Pradesh(29),2025,BS II,0
6,PETROL,Arunachal Pradesh(29),2025,BS II,1
7,PETROL/CNG,Arunachal Pradesh(29),2025,BS II,0
8,PETROL(E20)/CNG,Arunachal Pradesh(29),2025,BS II,0
9,PETROL(E20)/HYBRID,Arunachal Pradesh(29),2025,BS II,0
10,PETROL/ETHANOL,Arunachal Pradesh(29),2025,BS II,0
